Event,Average Age
"Biathlon Men's 10 kilometres Sprint, Biathlon Men's 12.5 kilometres Pursuit, Biathlon Men's 20 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's Sprint",23.0
"Athletics Women's Marathon, Boxing Women's Flyweight",23.0
"Canoeing Men's Canadian Doubles, Slalom, Rowing Men's Coxed Fours",23.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's 5/10 kilometres Pursuit, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cross Country Skiing Women's Team Sprint",23.0
"Fencing Men's epee, Individual, Fencing Men's epee, Team, Shooting Men's Air Pistol, 10 metres",23.0
"Fencing Men's epee, Individual, Fencing Men's epee, Team, Wrestling Men's Lightweight, Greco-Roman",23.0
"Biathlon Men's 10 kilometres Sprint, Biathlon Men's 20 kilometres, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay",23.0
"Athletics Women's Marathon, Softball Women's Softball",23.0
"Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 30 km Skiathlon, Cross Country Skiing Men's 4 x 10 kilometres Relay",23.0
"Weightlifting Men's Heavyweight II, Weightlifting Men's Light-Heavyweight",23.0
"Equestrianism Men's Jumping, Individual, Equestrianism Men's Three-Day Event, Individual, Equestrianism Men's Three-Day Event, Team, Equestrianism Mixed Jumping, Individual, Equestrianism Mixed Jumping, Team",23.0
"Athletics Men's 200 metres, Handball Men's Handball",23.0
"Biathlon Men's 20 kilometres, Biathlon Men's 4 x 7.5 kilometres Relay, Cross Country Skiing Men's 15 kilometres",23.0
"Athletics Men's 3,000 metres Steeplechase, Athletics Men's 5,000 metres, Athletics Men's Marathon",23.0
"Fencing Women's Foil, Individual, Fencing Women's epee, Individual",23.0
"Athletics Men's 3,000 metres, Team",23.0
"Athletics Women's Marathon, Hockey Women's Hockey",23.0
"Archery Women's Individual, Judo Women's Half-Lightweight",23.0
"Athletics Women's 100 metres, Athletics Women's 200 metres, Athletics Women's 80 metres Hurdles, Athletics Women's Pentathlon",23.0
"Archery Women's Individual, Archery Women's Team, Hockey Women's Hockey",23.0
"Shooting Men's Free Rifle, Three Positions, 300 metres, Shooting Mixed Free Rifle, Three Positions, 300 metres, Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",23.0
"Basketball Men's Basketball, Beach Volleyball Women's Beach Volleyball, Speed Skating Women's 1,500 metres, Speed Skating Women's 3,000 metres, Speed Skating Women's 5,000 metres, Speed Skating Women's Team Pursuit (6 laps)",23.0
"Athletics Men's 200 metres, Athletics Men's 4 x 400 metres Relay, Athletics Men's 400 metres, Water Polo Men's Water Polo",23.0
"Water Polo Men's Water Polo, Weightlifting Men's Super-Heavyweight",23.0
"Archery Men's Individual, Archery Men's Team, Judo Women's Lightweight",23.0
"Athletics Men's 200 metres, Athletics Men's 4 x 100 metres Relay, Rowing Men's Coxed Eights, Wrestling Men's Heavyweight, Greco-Roman, Wrestling Men's Light-Heavyweight, Greco-Roman",23.0
"Basketball Men's Basketball, Nordic Combined Men's Individual, Nordic Combined Men's Sprint, Nordic Combined Men's Team",23.0
"Fencing Men's Foil, Individual, Hockey Men's Hockey, Shooting Men's Air Pistol, 10 metres",23.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay",23.0
"Athletics Women's Shot Put, Handball Women's Handball",23.0
"Badminton Women's Doubles, Sailing Women's Two Person Dinghy",23.0
"Canoeing Men's Kayak Fours, 1,000 metres, Synchronized Swimming Women's Team",23.0
"Badminton Men's Singles, Basketball Women's Basketball",23.0
"Equestrianism Mixed Three-Day Event, Individual, Equestrianism Mixed Three-Day Event, Team, Fencing Men's Sabre, Individual, Fencing Men's Sabre, Team",23.0
"Athletics Women's Shot Put, Speed Skating Women's 1,500 metres, Speed Skating Women's 3,000 metres",23.0
"Equestrianism Mixed Jumping, Team, Fencing Men's epee, Individual, Fencing Men's epee, Team",23.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres",23.0
"Athletics Men's 200 metres, Athletics Men's 4 x 100 metres Relay, Athletics Men's 400 metres",23.0
"Athletics Men's 20 kilometres Walk, Athletics Men's 50 kilometres Walk, Hockey Men's Hockey",23.0
"Athletics Men's 3,000 metres, Team, Athletics Men's 5,000 metres, Modern Pentathlon Men's Individual",23.0
"Diving Women's Platform, Diving Women's Synchronized Platform, Weightlifting Women's Super-Heavyweight",23.0
"Shooting Men's Double Trap, Shooting Men's Skeet, Shooting Men's Trap",23.0
"Wrestling Men's Bantamweight, Freestyle, Wrestling Men's Lightweight, Freestyle",23.0
"Athletics Men's 110 metres Hurdles, Athletics Men's Long Jump, Athletics Men's Standing Long Jump",23.0
"Athletics Men's 4 x 100 metres Relay, Athletics Men's 400 metres Hurdles",23.0
"Cycling Women's Points Race, Cycling Women's Road Race, Individual, Cycling Women's Sprint, Speed Skating Women's 1,000 metres, Speed Skating Women's 500 metres",23.0
"Swimming Women's 200 metres Butterfly, Swimming Women's 400 metres Freestyle",23.0
"Cycling Women's Omnium, Cycling Women's Team Pursuit",23.0
"Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay, Biathlon Women's 15 kilometres, Biathlon Women's 7.5 kilometres Sprint",23.0
"Athletics Men's 110 metres Hurdles, Athletics Men's High Jump",23.0
"Cycling Women's Mountainbike, Cross-Country, Figure Skating Women's Singles, Football Women's Football",23.0
"Figure Skating Men's Singles, Rowing Women's Coxless Pairs",23.0
"Speed Skating Men's 1,000 metres",23.0
"Gymnastics Men's Floor Exercise, Gymnastics Men's Horizontal Bar, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Team All-Around",23.0
"Swimming Women's 200 metres Backstroke, Swimming Women's 200 metres Freestyle, Swimming Women's 4 x 100 metres Freestyle Relay, Swimming Women's 4 x 200 metres Freestyle Relay",23.0
"Cross Country Skiing Men's 4 x 10 kilometres Relay, Rowing Men's Single Sculls",23.0
"Athletics Men's 4 x 100 metres Relay, Athletics Men's Triple Jump",23.0
"Swimming Women's 200 metres Backstroke, Swimming Women's 200 metres Butterfly, Swimming Women's 400 metres Individual Medley",23.0
"Cycling Women's Individual Time Trial, Cycling Women's Road Race, Individual, Speed Skating Women's 3,000 metres, Speed Skating Women's 5,000 metres, Speed Skating Women's Team Pursuit (6 laps)",23.0
"Gymnastics Men's Floor Exercise, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Team All-Around",23.0
"Athletics Men's 4 x 100 metres Relay, Athletics Men's 400 metres",23.0
"Biathlon Men's 20 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay",23.0
Gymnastics Men's Floor Exercise,23.0
"Athletics Women's Discus Throw, Athletics Women's Long Jump, Athletics Women's Shot Put",23.0
Cross Country Skiing Men's Team Sprint,23.0
"Diving Women's Platform, Diving Women's Springboard, Judo Women's Half-Lightweight, Volleyball Women's Volleyball",23.0
"Athletics Men's 1,500 metres, Athletics Men's 10,000 metres, Athletics Men's 5,000 metres, Athletics Men's Marathon",23.0
"Cross Country Skiing Men's 10 kilometres, Cross Country Skiing Men's 10/15 kilometres Pursuit, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint",23.0
Football Men's Football,23.0
"Football Men's Football, Nordic Combined Men's Individual",23.0
"Athletics Men's 10,000 metres, Athletics Men's 3,000 metres, Team, Athletics Men's Cross-Country, Individual, Athletics Men's Cross-Country, Team, Athletics Men's Marathon",23.0
"Football Men's Football, Shooting Mixed Trap",23.0
"Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 km Skiathlon",23.0
"Athletics Women's Heptathlon, Athletics Women's Long Jump, Athletics Women's Pentathlon",23.0
"Football Women's Football, Speed Skating Men's 1,000 metres, Speed Skating Men's 500 metres, Table Tennis Men's Doubles, Table Tennis Men's Singles",23.0
"Freestyle Skiing Men's Halfpipe, Gymnastics Men's Floor Exercise, Gymnastics Men's Horizontal Bar, Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Rings, Gymnastics Men's Team All-Around",23.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres, Cross Country Skiing Women's 5/10 kilometres Pursuit",23.0
"Wrestling Men's All-Around, Greco-Roman, Wrestling Men's Light-Heavyweight, Greco-Roman, Wrestling Men's Middleweight, Greco-Roman",23.0
"Swimming Women's 4 x 100 metres Medley Relay, Swimming Women's 4 x 200 metres Freestyle Relay",23.0
"Athletics Women's Discus Throw, Athletics Women's Shot Put, Weightlifting Women's Heavyweight",23.0
"Athletics Women's Discus Throw, Athletics Women's Shot Put",23.0
"Athletics Men's 1,500 metres, Athletics Men's 3,000 metres Steeplechase, Athletics Men's 5,000 metres",23.0
"Fencing Men's Foil, Individual, Fencing Men's Foil, Team, Swimming Men's 100 metres Breaststroke, Swimming Men's 4 x 100 metres Medley Relay",23.0
"Judo Women's Heavyweight, Judo Women's Middleweight",23.0
"Boxing Men's Flyweight, Hockey Men's Hockey",23.0
"Rowing Men's Coxed Fours, Rowing Men's Coxed Pairs, Rowing Men's Coxless Fours, Rowing Men's Coxless Pairs",23.0
"Cross Country Skiing Men's 18 kilometres, Cross Country Skiing Men's 50 kilometres, Judo Men's Heavyweight, Judo Men's Open Class",23.0
"Judo Women's Lightweight, Wrestling Men's Bantamweight, Greco-Roman",23.0
"Cross Country Skiing Women's 20 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5 kilometres",23.0
"Sailing Men's Two Person Keelboat, Sailing Mixed One Person Dinghy, Sailing Mixed Skiff",23.0
"Boxing Men's Flyweight, Boxing Men's Light-Heavyweight, Boxing Men's Middleweight",23.0
"Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's Sprint, Cross Country Skiing Women's Team Sprint",23.0
"Wrestling Men's Light-Heavyweight, Greco-Roman, Wrestling Men's Lightweight, Greco-Roman, Wrestling Men's Middleweight, Greco-Roman",23.0
"Rowing Men's Coxed Fours, Rowing Men's Double Sculls, Rowing Men's Single Sculls",23.0
"Short Track Speed Skating Women's 1,500 metres, Short Track Speed Skating Women's 500 metres",23.0
"Boxing Men's Heavyweight, Boxing Men's Light-Heavyweight",23.0
"Short Track Speed Skating Men's 1,000 metres, Short Track Speed Skating Men's 1,500 metres, Short Track Speed Skating Men's 500 metres, Speed Skating Men's 1,000 metres, Speed Skating Men's 1,500 metres, Speed Skating Men's 5,000 metres, Speed Skating Men's 500 metres",23.0
"Athletics Men's 100 metres, Athletics Men's 200 metres, Athletics Men's 5,000 metres, Team, Athletics Men's 60 metres",23.0
"Rowing Men's Coxed Pairs, Rowing Men's Quadruple Sculls",23.0
"Rowing Men's Coxed Eights, Water Polo Men's Water Polo",23.0
"Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint",23.0
"Cross Country Skiing Men's 18 kilometres, Cross Country Skiing Men's 50 kilometres, Nordic Combined Men's Individual",23.0
"Athletics Women's 100 metres, Athletics Women's 100 metres Hurdles, Athletics Women's 4 x 100 metres Relay, Athletics Women's Long Jump",23.0
"Sailing Men's Two Person Keelboat, Swimming Men's 1,500 metres Freestyle, Swimming Men's 4 x 200 metres Freestyle Relay, Swimming Men's 400 metres Freestyle",23.0
"Rowing Men's Coxed Eights, Rowing Men's Coxed Fours, Rowing Men's Single Sculls",23.0
"Rowing Men's Coxed Eights, Rowing Men's Coxed Fours, Rowing Men's Coxed Pairs, Rowing Men's Coxless Fours",23.0
"Athletics Men's Hammer Throw, Gymnastics Men's Floor Exercise, Gymnastics Men's Horizontal Bar, Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Rings, Gymnastics Men's Team All-Around",23.0
"Rhythmic Gymnastics Women's Group, Rowing Women's Quadruple Sculls",23.0
Nordic Combined Men's Team,23.0
"Athletics Men's Discus Throw, Freestyle Skiing Men's Moguls",23.0
"Athletics Women's 100 metres, Athletics Women's 200 metres, Athletics Women's 4 x 100 metres Relay, Athletics Women's 4 x 400 metres Relay, Athletics Women's 400 metres Hurdles",23.0
"Cycling Men's 1,000 metres Time Trial, Cycling Men's 100 kilometres Team Time Trial, Cycling Men's Road Race, Individual, Cycling Men's Road Race, Team, Cycling Men's Sprint, Cycling Men's Team Pursuit, 4,000 metres",23.0
"Swimming Men's 100 metres Breaststroke, Swimming Men's 200 metres Breaststroke, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 400 metres Individual Medley",23.0
"Wrestling Men's Light-Heavyweight, Greco-Roman, Wrestling Men's Middleweight, Freestyle, Wrestling Men's Middleweight, Greco-Roman",23.0
"Alpine Skiing Men's Downhill, Boxing Men's Welterweight, Gymnastics Men's Team All-Around, Free System, Ice Hockey Men's Ice Hockey",23.0
"Athletics Men's Discus Throw, Athletics Men's Javelin Throw, Freestyle, Athletics Men's Pentathlon (Ancient), Athletics Men's Shot Put, Athletics Men's Stone Throw, Tug-Of-War Men's Tug-Of-War",23.0
"Rowing Men's Coxless Fours, Rowing Men's Double Sculls",23.0
"Athletics Women's 10,000 metres, Athletics Women's 3,000 metres Steeplechase, Athletics Women's 5,000 metres, Athletics Women's Marathon",23.0
"Cross Country Skiing Men's 10 kilometres, Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 10/15 kilometres Pursuit, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint, Cross Country Skiing Men's Team Sprint",23.0
"Athletics Men's 100 metres, Athletics Men's 200 metres, Athletics Men's 400 metres",23.0
"Rowing Women's Lightweight Double Sculls, Sailing Mixed Skiff",23.0
"Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint",23.0
"Canoeing Men's Kayak Doubles, 200 metres, Canoeing Men's Kayak Fours, 1,000 metres, Canoeing Men's Kayak Singles, 1,000 metres",23.0
"Rowing Women's Coxless Fours, Rowing Women's Coxless Pairs, Rowing Women's Quadruple Sculls",23.0
"Rowing Women's Coxed Fours, Rowing Women's Single Sculls",23.0
"Rowing Women's Coxed Fours, Rowing Women's Double Sculls",23.0
"Sailing Men's One Person Dinghy, Sailing Men's Two Person Keelboat, Sailing Mixed One Person Dinghy",23.0
"Rowing Women's Coxed Eights, Rowing Women's Coxless Pairs, Rowing Women's Quadruple Sculls, Rowing Women's Single Sculls",23.0
"Boxing Men's Middleweight, Football Men's Football",23.0
"Speed Skating Women's 1,000 metres, Speed Skating Women's 1,500 metres, Speed Skating Women's 5,000 metres",23.0
"Athletics Men's 1,600 metres Medley Relay, Athletics Men's 100 metres, Athletics Men's 200 metres",23.0
"Athletics Men's 1,600 metres Medley Relay, Athletics Men's 100 metres",23.0
"Boxing Men's Lightweight, Football Men's Football",23.0
"Athletics Women's 1,500 metres, Athletics Women's 10,000 metres, Athletics Women's 5,000 metres",23.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 100 metres Butterfly, Swimming Men's 200 metres Butterfly, Swimming Men's 400 metres Freestyle",23.0
"Boxing Men's Light-Heavyweight, Gymnastics Men's Floor Exercise, Gymnastics Men's Horizontal Bar, Gymnastics Men's Horse Vault, Gymnastics Men's Individual All-Around, Gymnastics Men's Parallel Bars, Gymnastics Men's Pommelled Horse, Gymnastics Men's Rings, Gymnastics Men's Team All-Around",23.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's Sprint",23.0
"Cross Country Skiing Women's 15 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's 5/5 kilometres Pursuit, Cross Country Skiing Women's Sprint, Cross Country Skiing Women's Team Sprint",23.0
"Athletics Men's Javelin Throw, Athletics Men's Long Jump, Athletics Men's Pentathlon",23.0
"Swimming Men's 1,500 metres Freestyle, Swimming Men's 200 metres Freestyle, Swimming Men's 4 x 100 metres Freestyle Relay, Swimming Men's 4 x 100 metres Medley Relay, Swimming Men's 400 metres Freestyle, Swimming Men's 400 metres Individual Medley",23.0
"Cross Country Skiing Men's 18 kilometres, Cross Country Skiing Men's 4 x 10 kilometres Relay, Cross Country Skiing Men's 50 kilometres, Ice Hockey Men's Ice Hockey",23.0
"Cross Country Skiing Men's 10 kilometres, Cross Country Skiing Men's 10/10 kilometres Pursuit, Cross Country Skiing Men's 10/15 kilometres Pursuit, Cross Country Skiing Men's 15 kilometres, Cross Country Skiing Men's 30 kilometres, Cross Country Skiing Men's 50 kilometres, Cross Country Skiing Men's Sprint",23.0
"Cross Country Skiing Women's 10 kilometres, Cross Country Skiing Women's 15 km Skiathlon, Cross Country Skiing Women's 30 kilometres, Cross Country Skiing Women's 4 x 5 kilometres Relay, Cross Country Skiing Women's Team Sprint",23.0
